Accent,alpha,epsilon,eta,iota,omichron,upsilon,omega
No Accent,a,e,:,i,o,u,w
grave/varia +0300,a→(,e→c,:→!,i→/,o→+,u→),w→q
acute/oxia +0301,a→>,e→$,:→=,i→],o→[,u→\,w→j
circum/perispomeni +0342,a→*,,:→<,i→%,,u→v,w→#
Accent,Effect
smooth/psili +0313,0v (v=vowel)
rough/dasia +0314,hv (v=vowel)
Accent,Effect
subscript/ypogegramei +0345,add 9
Accent,Effect
dialytika,2 (between vowels)
0384,΄,tonos,,
03C5+0314+0345,ὑͅ,upsilon with dasia,hu9,hu9
03C5+0314,ὑ,upsilon with dasia,hu,hu
03C5+0342+0345,ῦͅ,upsilon with perispomeni,v9,v9
03C5+0342,ῦ,upsilon with perispomeni,v,v
03C5+0345,υͅ,upsilon,u9,u9
03C5+0390+0345,υΐͅ,upsilon and iota with oxia and dialytika,u2]9,u2]9
03C5+0390,υΐ,upsilon and iota with oxia and dialytika,u2],u2]
03C5+03AF+0345,υίͅ,upsilon iota with oxia,u]9,u]9
03C5+03AF,υί,upsilon iota with oxia,u],u]
03C5+03b9+0300+0345,υὲͅ,upsilon iota,u/9,u/9
03C5+03b9+0300,υὲ,upsilon iota,u/,u/
03C5+03b9+0301+0345,υέͅ,upsilon iota,u]9,u]9
03C5+03b9+0301,υέ,upsilon iota,u],u]
03C5+03b9+0313+0300+0345,υἒͅ,upsilon iota,0u/9,0u/9
03C5+03b9+0313+0300,υἒ,upsilon iota,0u/,0u/
03C5+03b9+0313+0301+0345,υἔͅ,upsilon iota,0u]9,0u]9
03C5+03b9+0313+0301,υἔ,upsilon iota,0u],0u]
03C5+03b9+0313+0342+0345,υἐ͂ͅ,upsilon iota,0u%9,0u%9
03C5+03b9+0313+0342,υἐ͂,upsilon iota,0u%,0u%
03C5+03b9+0313+0345,υἐͅ,upsilon iota,0ui9,0ui9
03C5+03b9+0313,υἐ,upsilon iota,0ui,0ui
03C5+03b9+0314+0300+0345,υἓͅ,upsilon iota,hu/9,hu/9
03C5+03b9+0314+0300,υἓ,upsilon iota,hu/,hu/
03C5+03b9+0314+0301+0345,υἕͅ,upsilon iota,hu]9,hu]9
03C5+03b9+0314+0301,υἕ,upsilon iota,hu],hu]
03C5+03b9+0314+0342+0345,υἑ͂ͅ,upsilon iota,hu%9,hu%9
03C5+03b9+0314+0342,υἑ͂,upsilon iota,hu%,hu%
03C5+03b9+0314+0345,υἑͅ,upsilon iota,hui9,hui9
03C5+03b9+0314,υἑ,upsilon iota,hui,hui
03C5+03b9+0342+0345,υε͂ͅ,upsilon iota,u%9,u%9
03C5+03b9+0342,υε͂,upsilon iota,u%,u%
03C5+03b9+0345,υεͅ,upsilon iota,ui9,ui9
03C5+03b9,υε,upsilon iota,ui,ui
03C5+03CA+0300+0345,υῒͅ,upsilon and iota with varia and dialytika,u2/9,u2/9
03C5+03CA+0300,υῒ,upsilon and iota with varia and dialytika,u2/,u2/
03C5+03CA+0301+0345,υΐͅ,upsilon and iota with oxia and dialytika,u2]9,u2]9
03C5+03CA+0301,υΐ,upsilon and iota with oxia and dialytika,u2],u2]
03C5+03CA+0342+0345,υῗͅ,upsilon and iota with perispomeni and dialytika,u2%9,u2%9
03C5+03CA+0342,υῗ,upsilon and iota with perispomeni and dialytika,u2%,u2%
03C5+03CA+0345,υϊͅ,upsilon and iota with dialytikaa,u2i9,u2i9
03C5+03CA,υϊ,upsilon and iota with dialytikaa,u2i,u2i
03C5,υ,upsilon,u,u
03C6,φ,phi,f,f
03C7,χ,chi,&,&
03C8,ψ,psi,y,y
03C9+0300+0345,ῲ,omega with varia,q9,q9
03C9+0300,ὼ,omega with varia,q,q
03C9+0301+0345,ῴ,omega with oxia,j9,j9
03C9+0301,ώ,omega with oxia,j,j
03C9+0313+0300+0345,ᾢ,omega with psili and varia,0q9,0q9
03C9+0313+0300,ὢ,omega with psili and varia,0q,0q
03C9+0313+0301+0345,ᾤ,omega with psili and oxia,0j9,0j9
03C9+0313+0301,ὤ,omega with psili and oxia,0j,0j
03C9+0313+0342+0345,ᾦ,omega with psili and perispomeni,0#9,0#9
03C9+0313+0342,ὦ,omega with psili and perispomeni,0#,0#
03C9+0313+0345,ᾠ,omega with psili,0w9,0w9
03C9+0313,ὠ,omega with psili,0w,0w
03C9+0314+0300+0345,ᾣ,omega with dasia and varia,hq9,hq9
03C9+0314+0300,ὣ,omega with dasia and varia,hq,hq
03C9+0314+0301+0345,ᾥ,omega with dasia and oxia,hj9,hj9
03C9+0314+0301,ὥ,omega with dasia and oxia,hj,hj
03C9+0314+0342+0345,ᾧ,omega with dasia and perispomeni,h#9,h#9
03C9+0314+0342,ὧ,omega with dasia and perispomeni,h#,h#
03C9+0314+0345,ᾡ,omega with dasia,hw9,wa9
03C9+0314,ὡ,omega with dasia,hw,wa
03C9+0342+0345,ῷ,omega with perispomeni,#9,#9
03C9+0342,ῶ,omega with perispomeni,#,#
03C9+0345,ῳ,omega,w9,w9
03C9,ω,omega,w,w
03CA+0300+0345,ῒͅ,iota with dialytika and varia isolated,/9,/9
03CA+0300,ῒ,iota with dialytika and varia isolated,/,/
03CA+0301+0345,ΐͅ,iota with dialytika and oxia isolated,]9,]9
03CA+0301,ΐ,iota with dialytika and oxia isolated,],]
03CA+0342+0345,ῗͅ,iota with dialytika and perispomenia isolated,%9,%9
03CA+0342,ῗ,iota with dialytika and perispomenia isolated,%,%
03CA+0345,ϊͅ,iota with dialytikaa isolated,i9,i9
03CA,ϊ,iota with dialytikaa isolated,i,i
03CB+0300+0345,ῢͅ,upsilon with dialytika and varia isolated,)9,)9
03CB+0300,ῢ,upsilon with dialytika and varia isolated,),)
03CB+0301+0345,ΰͅ,upsilon with dialytika and oxia isolated,\9,\9
03CB+0301,ΰ,upsilon with dialytika and oxia isolated,\,\
03CB+0342+0345,ῧͅ,upsilon with dialytika and perispomenia isolated,v9,v9
03CB+0342,ῧ,upsilon with dialytika and perispomenia isolated,v,v
03CB+0345,ϋͅ,upsilon with dialytika isolated,u9,u9
03CB,ϋ,upsilon with dialytika isolated,u,u
03CC+0345,όͅ,omnichron with oxia,[9,[9
03CC,ό,omicron with oxia,[,[
03CD+0345,ύͅ,upsilon with oxia,\9,\9
03CD,ύ,upsilon with oxia,\,\
03CE+0345,ῴ,omega with oxia,j9,j9
03CE,ώ,omega with oxia,j,j
03CF,Ϗ,CAPITAL KAI SYMBOL,,,23
03D0,ϐ,BETA SYMBOL,,,23
03D1,ϑ,THETA SYMBOL,,,23
03D2,ϒ,UPSILON WITH HOOK SYMBOL,,,23
03D3,ϓ,UPSILON WITH ACUTE AND HOOK SYMBOL,,,23
03D4,ϔ,UPSILON WITH DIAERESIS AND HOOK SYMBOL,u,u,23
03D5,ϕ,PHI SYMBOL,f,f,23
03D6,ϖ,PI SYMBOL,p,p,23
03D7,ϗ,KAI SYMBOL,&,&,23
03D8,Ϙ,ARCHAIC KOPPA,_q,_q,23
03D9,ϙ,ARCHAIC KOPPA,_q,_q,23
03DA,Ϛ,STIGMA,_v,_v,23
03DB,ϛ,STIGMA,_v,_v,23
03DC,Ϝ,DIGAMMA,_v,_v,23
03DD,ϝ,DIGAMMA,_v,_v,23
03DE,Ϟ,KOPPA,_q,_q,23
03DF,ϟ,KOPPA,_q,_q,23
03E0,Ϡ,SAMPI,_!,_!,23
03E1,ϡ,SAMPI,_!,_!,23
03E2,Ϣ,COPTIC CAPITAL SHEI,.%,.%,23
03E3,ϣ,COPTIC SHEI,%,%,23
03E4,Ϥ,COPTIC CAPITAL FEI,.$,.$,23
03E5,ϥ,COPTIC FEI,$,$,23
03E6,Ϧ,COPTIC CAPITAL KHEI,.*,.*,23
03E7,ϧ,COPTIC KHEI,*,*,23
03E8,Ϩ,COPTIC CAPITAL HORI,.h,.h,23
03E9,ϩ,COPTIC HORI,h,h,23
03EA,Ϫ,COPTIC CAPITAL GANGIA,.j,.j,23
03EB,ϫ,COPTIC GANGIA,j,j,23
03EC,Ϭ,COPTIC CAPITAL SHIMA,.<,.<,23
03ED,ϭ,COPTIC SHIMA,<,<,23
03EE,Ϯ,COPTIC CAPITAL DEI,.\,.\,23
03EF,ϯ,COPTIC DEI,\,\,23
03F0,ϰ,KAPPA SYMBOL,k,k,23
03F1,ϱ,RHO SYMBOL,r,r,23
03F2,ϲ,LUNATE SIGMA SYMBOL,e,e,23
03F3,ϳ,YOT,y,y,23
03F4,ϴ,CAPITAL THETA SYMBOL,?,?,23
03F5,ϵ,LUNATE EPSILON SYMBOL,e,e,23
03F6,϶,REVERSED LUNATE EPSILON SYMBOL,**,**,23
03F7,Ϸ,CAPITAL SHO,s,s,23
03F8,ϸ,SHO,s,s,23
03F9,Ϲ,CAPITAL LUNATE SIGMA SYMBOL,**,**,23
03FA,Ϻ,CAPITAL SAN,.s,.s,23
03FB,ϻ,SAN,s,s,23
03FC,ϼ,RHO WITH STROKE SYMBOL,r,r,23
03FD,Ͻ,CAPITAL REVERSED LUNATE SIGMA SYMBOL,.**,.**,23
03FE,Ͼ,CAPITAL DOTTED LUNATE SIGMA SYMBOL,**,**,23
03FF,Ͽ,CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL,**,**,23
